2016,11,23,水,10.8,15.1,8.3,曇後晴,曇一時晴後時々雨,7.8
2016,11,24,木,9.3,13.4,6.1,曇時々晴,晴後一時薄曇,7.5
2016,11,25,金,8.8,13.8,4.5,曇時々晴,晴時々曇,7.0
2016,11,26,土,10.5,16.1,4.8,晴後曇,雨一時曇,5.0
2016,11,27,日,11.9,12.6,11.2,雨,曇時々雨,10.0
2016,11,28,月,10.6,13.2,7.6,曇,晴時々曇一時雨,9.3
2016,11,29,火,9.1,12.5,7.1,曇時々雨一時晴,曇時々雨後時々晴,7.3
2016,11,30,水,9.2,12.3,5.2,曇,曇一時雨,7.5
2016,12,1,木,12.8,16.5,9.9,曇,曇時々晴,9.8
2016,12,2,金,10.4,14.5,6.4,曇時々晴,晴時々曇,5.3
2016,12,3,土,9.9,16.2,5.1,晴時々曇,曇後一時晴,7.8
2016,12,4,日,11.3,16.1,6.5,曇一時晴後時々雨,曇時々雨,8.3
2016,12,5,月,13.2,17.5,9.8,薄曇一時晴,曇,9.3
2016,12,6,火,9.6,13.1,5.5,晴時々曇一時雨,晴,7.5
2016,12,7,水,7.4,13.0,3.1,晴,晴,1.3
2016,12,8,木,8.1,12.9,4.9,晴時々曇,晴,4.5
2016,12,9,金,9.8,16.0,5.6,晴,晴後一時雨,4.0
2016,12,10,土,6.9,10.1,3.8,晴,晴後一時曇,4.3
2016,12,11,日,5.9,10.1,3.3,曇時々晴後一時雨,曇時々晴一時雨,9.3
2016,12,12,月,6.3,10.0,2.6,曇,曇後雨,10.0
2016,12,13,火,8.6,11.2,6.7,雨,雨後時々曇,10.0
2016,12,14,水,8.1,11.9,3.9,曇時々雨,雨時々曇,9.0
2016,12,15,木,4.9,8.5,2.3,晴一時曇,曇時々晴一時雨,7.5
2016,12,16,金,4.0,6.8,1.2,曇時々みぞれ一時雨後晴,晴後時々曇,5.5
2016,12,17,土,6.2,11.8,0.9,晴後時々曇,晴時々曇,6.5
2016,12,18,日,7.4,13.3,3.0,晴後一時薄曇,薄曇,3.8
2016,12,19,月,8.2,14.1,3.6,晴一時薄曇,晴後曇,4.0
2016,12,20,火,9.0,12.2,6.6,曇時々雨一時晴,晴,8.0
2016,12,21,水,9.7,15.9,4.5,晴時々薄曇,晴後曇,3.0
2016,12,22,木,14.6,17.5,9.5,曇時々雨,曇時々雨,10.0
2016,12,23,金,10.2,16.1,6.5,曇時々雨一時晴、あられを伴う,晴時々曇一時雨,6.3
2016,12,24,土,6.8,11.5,4.4,曇一時晴,曇後一時晴,7.5
2016,12,25,日,7.0,11.8,4.0,晴後一時薄曇,曇,6.0
2016,12,26,月,8.6,12.4,3.6,曇一時雨,雨時々曇,10.0
2016,12,27,火,9.4,12.2,4.4,雨時々曇,雨後晴一時雪,10.0
2016,12,28,水,3.8,6.3,1.3,雪後晴一時雨、みぞれを伴う,曇時々晴,7.5
2016,12,29,木,4.7,8.6,1.2,曇時々晴,晴時々雨,7.5
2016,12,30,金,5.0,8.5,2.1,晴一時雨,晴,4.8
2016,12,31,土,5.3,12.3,0.3,晴,晴時々曇,4.3
